99.7632 0.0820611 0.301592
199.054 0.168919 0.515102
397.165 0.254199 0.666256
792.448 0.337253 0.773264
1581.14 0.433854 0.849021
3154.8 0.548179 0.902652
6294.65 0.687364 0.94062
12559.5 0.850841 0.967499
25059.5 0.962076 0.986529
50000.2 1 1
