1.41421 0.110294 0.110294 1
2.82843 0.0784847 0.156969 2
5.65685 0.0445172 0.178069 4
11.3137 0.0181426 0.145141 8
22.6274 0.00763267 0.122123 16
45.2548 0.00252757 0.0808823 32
90.5097 0.000909127 0.0581841 64
181.019 0.000294717 0.0377238 128
362.039 8.36697e-05 0.0214194 256
724.077 2.8098e-05 0.0143862 512
1448.15 1.4049e-05 0.0143862 1024
2896.31 6.4001e-06 0.0131074 2048
5792.62 2.26345e-06 0.0092711 4096
11585.2 8.58551e-07 0.00703325 8192
23170.5 2.73175e-07 0.0044757 16384
46341 1.75613e-07 0.00575447 32768
92681.9 5.85375e-08 0.00383632 65536
185364 2.68297e-08 0.00351662 131072
370728 1.58539e-08 0.00415601 262144
